unit,dataset,metric,method_a,method_b,n,mean_a,mean_b,median_diff,W,p_raw,effect_rank_biserial,p_holm
patient,CQ500,iou,CNN,Hybrid,11,0.008094172007716368,0.02376104630798671,-0.00926726244276659,3.0,0.0048828125,-0.9090909090909091,0.0244140625
patient,CQ500,iou,CNN,U-Net,11,0.008094172007716368,0.2893750726174396,-0.34980547462498635,0.0,0.0009765625,-1.0,0.009765625
patient,CQ500,iou,CNN,Chance,11,0.008094172007716368,0.00705630433612671,-0.0017464832361881795,25.0,0.51953125,-0.24242424242424243,0.51953125
patient,CQ500,iou,ViT,Hybrid,11,0.026441269580873172,0.02376104630798671,0.002705453611876389,19.0,0.240234375,0.42424242424242425,0.48046875
patient,CQ500,iou,ViT,U-Net,11,0.026441269580873172,0.2893750726174396,-0.3455165577336932,3.0,0.0048828125,-0.9090909090909091,0.0244140625
patient,CQ500,iou,ViT,Chance,11,0.026441269580873172,0.00705630433612671,0.009039607065047181,0.0,0.0009765625,1.0,0.009765625
patient,CQ500,iou,Hybrid,U-Net,11,0.02376104630798671,0.2893750726174396,-0.3455711480881215,1.0,0.001953125,-0.9696969696969697,0.013671875
patient,CQ500,iou,Hybrid,Chance,11,0.02376104630798671,0.00705630433612671,0.0041743689392603756,11.0,0.0537109375,0.6666666666666666,0.1611328125
patient,CQ500,iou,U-Net,Chance,11,0.2893750726174396,0.00705630433612671,0.3497455170273819,1.0,0.001953125,0.9696969696969697,0.013671875
patient,CQ500,recall,CNN,ViT,11,0.03947126371484833,0.494149766253433,-0.4575399992851696,0.0,0.0009765625,-1.0,0.009765625
patient,CQ500,recall,CNN,Hybrid,11,0.03947126371484833,0.161270449976007,-0.07677086817231413,2.0,0.0029296875,-0.9393939393939394,0.017578125
patient,CQ500,recall,CNN,U-Net,11,0.03947126371484833,0.3234055355529711,-0.36566063560917256,2.0,0.005859375,-0.9272727272727272,0.029296875
patient,CQ500,recall,CNN,Chance,11,0.03947126371484833,0.49906415774356266,-0.4866561169425646,0.0,0.0009765625,-1.0,0.009765625
patient,CQ500,recall,ViT,Hybrid,11,0.494149766253433,0.161270449976007,0.2917155000190674,0.0,0.0009765625,1.0,0.009765625
patient,CQ500,recall,ViT,U-Net,11,0.494149766253433,0.3234055355529711,-0.0031507095545819652,26.0,0.5771484375,0.21212121212121213,1.0
patient,CQ500,recall,ViT,Chance,11,0.494149766253433,0.49906415774356266,0.00261606909551243,31.0,0.8984375,0.06060606060606061,1.0
patient,CQ500,recall,Hybrid,U-Net,11,0.161270449976007,0.3234055355529711,-0.17855944822347447,16.0,0.1474609375,-0.5151515151515151,0.58984375
patient,CQ500,recall,Hybrid,Chance,11,0.161270449976007,0.49906415774356266,-0.3947852877222679,1.0,0.001953125,-0.9696969696969697,0.013671875
patient,CQ500,recall,U-Net,Chance,11,0.3234055355529711,0.49906415774356266,-0.04049142822623253,18.0,0.2060546875,-0.45454545454545453,0.6181640625
patient,CQ500,precision,CNN,ViT,11,0.009876745201888228,0.027604194756290546,-0.011369055141271515,0.0,0.0009765625,-1.0,0.009765625
patient,CQ500,precision,CNN,Hybrid,11,0.009876745201888228,0.02771419989244089,-0.009572323120664805,2.0,0.0029296875,-0.9393939393939394,0.015625
patient,CQ500,precision,CNN,U-Net,11,0.009876745201888228,0.5003895233764425,-0.5627264491631649,0.0,0.001953125,-1.0,0.015625
patient,CQ500,precision,CNN,Chance,11,0.009876745201888228,0.007137882412070373,-0.0019784521455654784,30.0,0.8310546875,-0.09090909090909091,1.0
patient,CQ500,precision,ViT,Hybrid,11,0.027604194756290546,0.02771419989244089,0.002845520862643348,33.0,1.0,0.0,1.0
patient,CQ500,precision,ViT,U-Net,11,0.027604194756290546,0.5003895233764425,-0.5461019134749414,1.0,0.001953125,-0.9696969696969697,0.015625
patient,CQ500,precision,ViT,Chance,11,0.027604194756290546,0.007137882412070373,0.008996925212440228,0.0,0.0009765625,1.0,0.009765625
patient,CQ500,precision,Hybrid,U-Net,11,0.02771419989244089,0.5003895233764425,-0.5531541260425001,1.0,0.001953125,-0.9696969696969697,0.015625
patient,CQ500,precision,Hybrid,Chance,11,0.02771419989244089,0.007137882412070373,0.0059029454201472145,10.0,0.0419921875,0.696969696969697,0.1259765625
patient,CQ500,precision,U-Net,Chance,11,0.5003895233764425,0.007137882412070373,0.5590570714626474,1.0,0.001953125,0.9696969696969697,0.015625
patient,CQ500,pg,CNN,ViT,11,0.017498667022127434,0.0823739293978841,-0.047619047619047616,2.0,0.0234375,-0.8888888888888888,0.09765625
patient,CQ500,pg,CNN,Hybrid,11,0.017498667022127434,0.02626209238259978,0.0,3.0,0.625,-0.4,1.0
patient,CQ500,pg,CNN,U-Net,11,0.017498667022127434,0.5918715402665575,-0.6666666666666666,0.0,0.001953125,-1.0,0.01953125
patient,CQ500,pg,CNN,Chance,11,0.017498667022127434,0.015075204574663421,0.0,5.0,0.625,0.3333333333333333,1.0
patient,CQ500,pg,ViT,Hybrid,11,0.0823739293978841,0.02626209238259978,0.047619047619047616,1.0,0.015625,0.9444444444444444,0.09375
patient,CQ500,pg,ViT,U-Net,11,0.0823739293978841,0.5918715402665575,-0.5873015873015873,3.0,0.0048828125,-0.9090909090909091,0.0341796875
patient,CQ500,pg,ViT,Chance,11,0.0823739293978841,0.015075204574663421,0.047619047619047616,3.0,0.01953125,0.8666666666666667,0.09765625
patient,CQ500,pg,Hybrid,U-Net,11,0.02626209238259978,0.5918715402665575,-0.65625,0.0,0.001953125,-1.0,0.01953125
patient,CQ500,pg,Hybrid,Chance,11,0.02626209238259978,0.015075204574663421,0.0,7.0,0.5625,0.3333333333333333,1.0
patient,CQ500,pg,U-Net,Chance,11,0.5918715402665575,0.015075204574663421,0.6875,0.0,0.001953125,1.0,0.01953125
patient,CQ500,ap,CNN,ViT,11,0.021341510906093302,0.05379659579336568,-0.022784627455191435,0.0,0.0009765625,-1.0,0.009765625
patient,CQ500,ap,CNN,Hybrid,11,0.021341510906093302,0.038955176371379865,-0.012771067334445736,0.0,0.0009765625,-1.0,0.009765625
patient,CQ500,ap,CNN,U-Net,11,0.021341510906093302,0.44805488445643127,-0.5411742978659125,0.0,0.0009765625,-1.0,0.009765625
patient,CQ500,ap,CNN,Chance,11,0.021341510906093302,0.007332168384482673,0.005231662960828875,0.0,0.0009765625,1.0,0.009765625
patient,CQ500,ap,ViT,Hybrid,11,0.05379659579336568,0.038955176371379865,0.00651151093257968,7.0,0.0185546875,0.7878787878787878,0.0185546875
patient,CQ500,ap,ViT,U-Net,11,0.05379659579336568,0.44805488445643127,-0.5380331355281669,3.0,0.0048828125,-0.9090909090909091,0.0146484375
patient,CQ500,ap,ViT,Chance,11,0.05379659579336568,0.007332168384482673,0.034552224477872526,0.0,0.0009765625,1.0,0.009765625
patient,CQ500,ap,Hybrid,U-Net,11,0.038955176371379865,0.44805488445643127,-0.5284032305314668,3.0,0.0048828125,-0.9090909090909091,0.0146484375
patient,CQ500,ap,Hybrid,Chance,11,0.038955176371379865,0.007332168384482673,0.024405757200226863,0.0,0.0009765625,1.0,0.009765625
patient,CQ500,ap,U-Net,Chance,11,0.44805488445643127,0.007332168384482673,0.5540785629376236,0.0,0.0009765625,1.0,0.009765625
